Question,Answer1,T11,T21,T31,T41,T51,neural_ans1_prob,Answer2,T12,T22,T32,T42,T52,neural_ans2_prob,Answer3,T13,T23,T33,T43,T53,neural_ans3_prob,bing_return
"A Roman official, or a Chicago newspaper              (7)",Tribune,yes,yes,yes,yes,yes,1.0,EDITOR,no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,False
"...this pasta, thinner than spaghetti, whose name is Italian for ""little worms""",vermicelli,yes,yes,yes,yes,yes,1.0,ANSWER>. Capellini,yes,yes,yes,yes,yes,1.0,Afternoon of a Faun,no,no,no,no,no,1.0,False
"He's the emperor portrayed here in 1804, clad in his elaborate coronation dress:",Napoleon Bonaparte,yes,yes,yes,yes,yes,1.0,Napoleon,yes,yes,yes,yes,yes,1.0,Race or color,no,no,no,no,no,1.0,True
"In a fitted skirt, the inverted fold that gives the wearer freedom to walk or punt",a kick pleat,yes,yes,yes,yes,yes,1.0,PLEATS,yes,yes,yes,yes,yes,1.0,tear/tier,yes,yes,yes,yes,yes,0.0,False
Sir Francis Drake looted & burned the Spanish fort at this Florida site in 1586,St. Augustine,no,no,no,no,no,0.0,Porto Rico (St. Augustine),no,no,no,no,no,0.0,stupendous,no,no,no,no,no,1.0,False
"So far it's had 16 chief justices, starting with John Jay & ending with William Rehnquist",the Supreme Court,yes,yes,yes,yes,yes,1.0,UnitedStates,no,no,no,no,no,0.0,South Vietnam,no,no,no,no,no,1.0,False
A milliner makes & sells these; I believe the cloche is making a comeback,hats,yes,yes,yes,yes,yes,1.0,Hats.,yes,yes,yes,yes,yes,1.0,Afternoon of a Faun,no,no,no,no,no,1.0,True
"""Athletic"" name of this 5th century B.C. sculpture by Myron:","""The Discus Thrower""",yes,yes,yes,yes,yes,1.0,Discobolus,yes,yes,yes,yes,yes,1.0,stupendous,no,no,no,no,no,1.0,False
"Hey 13th century knight, you've got this flexible armor made of interlinked metal rings",chain mail,yes,yes,yes,yes,yes,1.0,MAILLE,yes,yes,yes,yes,yes,1.0,Thick,no,no,no,no,no,1.0,False
Mrs. David Arquette,Courteney Cox,no,no,no,no,no,0.0,Courteney,no,no,no,no,no,0.0,St. Patrick's,no,no,no,no,no,1.0,True
"You can ""wax"" nostalgic at the historical figures in this museum next to the London Planetarium",Madame Tussaud,yes,yes,yes,yes,yes,1.0,Madame.Tussauds,yes,yes,yes,yes,yes,1.0,Dune,no,no,no,no,no,1.0,False
"Until 1937 the Lakehurst, New Jersey, naval air station was the U.S. transatlantic terminal for these craft",Dirigibles,yes,yes,yes,yes,yes,1.0,Zeppelins,yes,yes,yes,yes,yes,1.0,fell,yes,yes,yes,yes,yes,0.0,False
"India, Italy,  Iceland",India,yes,yes,yes,yes,yes,1.0,"ASIA, EUROPE, EUROPE",no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,False
"Named for an astronomer, it's a huge ""cloud"" of comets existing at the edge of the solar system",the Oort Cloud,yes,yes,yes,yes,yes,1.0,Edgeworth,no,no,no,no,no,0.0,Fiat,no,no,no,no,no,1.0,False
"If you're using a GPS device to get around, you should know GPS stands for this",Global Positioning System,yes,yes,yes,yes,yes,1.0,Global Positioning System,yes,yes,yes,yes,yes,1.0,Private,yes,yes,yes,yes,yes,0.0,True
The Valencia type of this fruit is good for juice,orange,yes,yes,yes,yes,yes,1.0,Oranges,yes,yes,yes,yes,yes,1.0,Daytona Beach,no,no,no,no,no,1.0,False
"In the toe-counting rhyme, it's where the second little piggy stayed",at home,yes,yes,yes,yes,yes,1.0,,yes,yes,yes,yes,yes,1.0,Right Guard,no,no,no,no,no,1.0,False
"It's the title mode of transportation for 1928's ""Willie""",steamboat,no,no,no,no,no,0.0,"""Autobiography"".",no,no,no,no,no,0.0,black and tan,no,no,no,no,no,1.0,False
"i.e. ""No Credit"", the phrase ""cash on"" this probably comes from saloons using it as a table or countertop",on the barrel,no,no,no,no,no,0.0,PAY here,no,no,no,no,no,0.0,Kongo,no,no,no,no,no,1.0,False
He was officially presented to the Welsh people on July 1,Prince Charles,no,no,no,no,no,0.0,JULYTH,no,no,no,no,no,0.0,a poor boy,no,no,no,no,no,1.0,False
Oakland Raiders 1969-78,John Madden,no,no,no,no,no,0.0,AL Davis,no,no,no,no,no,0.0,Nashville Star,no,no,no,no,no,1.0,False
"According to one grisly legend, this czar blinded the architects of Moscow's St. Basil's Cathedral",Ivan the Terrible,yes,yes,yes,yes,yes,1.0,Ivan,no,no,no,no,no,0.0,Kongo,no,no,no,no,no,1.0,True
"England's throne went from Ethelwulf to Ethelbald to Ethelbert to Ethelred to this ""great"" man",Alfred,no,no,no,no,no,0.0,Alfred,no,no,no,no,no,0.0,Best man,no,no,no,no,no,1.0,True
A heart with an arrow through it is often used to symbolize this holiday,Valentine's Day,yes,yes,yes,yes,yes,1.0,Valentine's,yes,yes,yes,yes,yes,1.0,a pop-up,yes,yes,yes,yes,yes,0.0,True
"Grumari has been called ""The Most Beautiful"" of these in Rio, & Ipanema, ""The Most Chic""",Beaches,no,no,no,no,no,0.0,Grumari,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,False
"This state's highest point is Puu Wekiu, a cinder cone atop Mauna Kea",Hawaii,yes,yes,yes,yes,yes,1.0,Hawaii,yes,yes,yes,yes,yes,1.0,"Olympia, Washington",no,no,no,no,no,1.0,True
"Found in fish, omega-3 oils are thought to lower the level of this bad cholesterol",LDL (low density lipoproteins),yes,yes,yes,yes,yes,1.0,Triglycerides,yes,yes,yes,yes,yes,1.0,a pop-up,no,no,no,no,no,1.0,False
A circle of mushrooms in a grassy area named for the belief it's where magic beings danced,fairy ring,yes,yes,yes,yes,yes,1.0,FAIRIES,no,no,no,no,no,0.0,stupendous,no,no,no,no,no,1.0,False
This style of home named for a Massachusetts peninsula features a gabled roof & a central chimney,a Cape Cod,yes,yes,yes,yes,yes,1.0,Cape Cod,yes,yes,yes,yes,yes,1.0,as a bug in a rug,no,no,no,no,no,1.0,True
"Christopher Lee, Edmund Purdom, Gert Frobe & Lionel Barrymore all monkeyed around as this ""Mad Monk""",Rasputin,yes,yes,yes,yes,yes,1.0,Kharim,yes,yes,yes,yes,yes,1.0,Judgment at Nuremberg,no,no,no,no,no,1.0,False
An arctophile loves these cuddly items named for a U.S. president,teddy bears,yes,yes,yes,yes,yes,1.0,Bears.,no,no,no,no,no,0.0,a Klondike bar,no,no,no,no,no,1.0,True
This song associated with Yale was popularized by Yale alumnus Rudy Vallee,"""The Whiffenpoof Song""",yes,yes,yes,yes,yes,1.0,College Song,yes,yes,yes,yes,yes,1.0,Sir William Herschel,no,no,no,no,no,1.0,False
This country's Governor General's Award has 7 categories each for writing in English & French,Canada,yes,yes,yes,yes,yes,1.0,CANADA,yes,yes,yes,yes,yes,1.0,bottlenose,no,no,no,no,no,1.0,True
"The ""SS"" in ISS: Skylab & Russia's Salyut were early ones",a space station,yes,yes,yes,yes,yes,1.0,Space Station.,no,no,no,no,no,0.0,$500 million,no,no,no,no,no,1.0,True
Period during which recruits learn combat skills,Basic training,yes,yes,yes,yes,yes,1.0,Basic Training,yes,yes,yes,yes,yes,1.0,soprano,no,no,no,no,no,1.0,True
"Mitch Hedberg: ""The depressing thing about"" this Chris Evert sport is ""no matter how good I get, I'll never be as good as a wall""",tennis,yes,yes,yes,yes,yes,1.0,Tennis,yes,yes,yes,yes,yes,1.0,$500 million,no,no,no,no,no,1.0,True
"In this artistic process, printing is done by forcing ink into grooves made by acid",copperplate etching,yes,yes,yes,yes,yes,1.0,Etching,yes,yes,yes,yes,yes,1.0,the Village Vanguard,no,no,no,no,no,1.0,True
"In the ""Goths"" episode, our heroes hand this group its worst defeat in 600 years on Aug. 9, 378",the Romans,no,no,no,no,no,0.0,Adrianopolis (or Naissus),no,no,no,no,no,0.0,dodgeball,no,no,no,no,no,1.0,False
"This river's delta covers more than 12,000 square miles in Louisiana",Mississippi River,yes,yes,yes,yes,yes,1.0,Mississippi,yes,yes,yes,yes,yes,1.0,pantry and paltry,no,no,no,no,no,1.0,True
"President who called Watergate ""A burden I shall bear for every day of the life that is left to me""",Richard Nixon,yes,yes,yes,yes,yes,1.0,Nixon,yes,yes,yes,yes,yes,1.0,London & Paris,no,no,no,no,no,1.0,True
It made news that a London burglar was caught by using these prints he left while listening at doors & windows,Earprints,yes,yes,yes,yes,yes,1.0,Fingerprints,yes,yes,yes,yes,yes,1.0,dodgeball,no,no,no,no,no,1.0,False
The pocket gopher uses this almost hairless appendage as a sense organ to feel its way in the dark,Tail,no,no,no,no,no,0.0,whiskers,yes,yes,yes,yes,yes,1.0,Hotel,no,no,no,no,no,1.0,False
"At night hummingbirds enter torpor, a short version of this, in which temp. lowers & metabolism slows",hibernation,yes,yes,yes,yes,yes,1.0,Torpid,yes,yes,yes,yes,yes,1.0,Fiat,no,no,no,no,no,1.0,False
"When parents hear this word, they think ""heavy snowstorm""; when teens hear it, they think ""yummy treat from Dairy Queen""",Blizzard,no,no,no,no,no,0.0,Blizzard,no,no,no,no,no,0.0,Dune,no,no,no,no,no,1.0,True
The Holland type of this liquor first made in Holland is usually drunk straight,gin,no,no,no,no,no,0.0,Gin,no,no,no,no,no,0.0,"Ontario, California",no,no,no,no,no,1.0,True
It's the name of the probe that sent back the 1976 images seen here,Viking,no,no,no,no,no,0.0,Viking,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,True
In 1855 Joshua Stoddard patented this musical instrument often associated with circuses & merry-go-rounds,Calliope,yes,yes,yes,yes,yes,1.0,Calliope,yes,yes,yes,yes,yes,1.0,1848,no,no,no,no,no,1.0,True
"He said of his role in ""Gladiator"", ""I've done some pretty physical stuff before, but this was unrelenting""",Russell Crowe,yes,yes,yes,yes,yes,1.0,Answer: Russell,no,no,no,no,no,0.0,dodgeball,no,no,no,no,no,1.0,False
"You're consuming more than I can sustain if ""you're eating me out of"" these 2 things",House and home,no,no,no,no,no,0.0,Household. Food.,yes,yes,yes,yes,yes,1.0,S-T-A-P-H-Y-L-O-C-O-C-C-I,no,no,no,no,no,1.0,False
The 1st electric version had only red & green lights & had to be worked by hand,Stop Light/Traffic Signal,yes,yes,yes,yes,yes,1.0,TrafficLight,no,no,no,no,no,0.0,"Olympia, Washington",no,no,no,no,no,1.0,False
"The value of all goods & services produced within a country during a year makes up this, the GDP",the gross domestic product,yes,yes,yes,yes,yes,1.0,Gross Domestic Product (GDP),yes,yes,yes,yes,yes,1.0,Judgment at Nuremberg,yes,yes,yes,yes,yes,0.0,False
This type of guard accompanies a casket at a military funeral,honor guard,yes,yes,yes,yes,yes,1.0,Honor,yes,yes,yes,yes,yes,1.0,Indo-European,no,no,no,no,no,1.0,True
Dwight Eisenhower lived in the same Kansas home from the age of 8 until he went off to this school at age 20,West Point,yes,yes,yes,yes,yes,1.0,Abilene,no,no,no,no,no,0.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,False
"Despite warnings from Tim the Enchanter, a deadly rabbit decimates King Arthur's men in this spoof",Monty Python and the Holy Grail,yes,yes,yes,yes,yes,1.0,Monty Python,yes,yes,yes,yes,yes,1.0,tear/tier,no,no,no,no,no,1.0,True
Name of the Pepperidge Farm product seen here:,Goldfish,no,no,no,no,no,0.0,Goldfish,no,no,no,no,no,0.0,"""I Just Saw Her Standing There""",no,no,no,no,no,1.0,True
"In the 1950s he was the first of the British playwrights known as ""Angry Young Men""","John Osborne (""Look Back In Anger"")",yes,yes,yes,yes,yes,1.0,LooksLikeJohnOsborne>,no,no,no,no,no,0.0,Best man,no,no,no,no,no,1.0,False
"Veloute, made of stock thickened with a flour & butter roux, is named for this fabric--it's that smooth",velvet,yes,yes,yes,yes,yes,1.0,Velvet,yes,yes,yes,yes,yes,1.0,pantry and paltry,no,no,no,no,no,1.0,True
"Vermont, which didn't approve a lottery until 1976, was where she wrote ""The Lottery"" in 1949",Shirley Jackson,yes,yes,yes,yes,yes,1.0,SHAW,yes,yes,yes,yes,yes,1.0,bottlenose,no,no,no,no,no,1.0,False
"Flying at the then-incredible speed of 575 MPH, the Boeing 707 began commercial flight service in this decade",1950s,yes,yes,yes,yes,yes,1.0,s,yes,yes,yes,yes,yes,1.0,South Vietnam,no,no,no,no,no,1.0,True
These rare fungi are used in the diplomat sauce served over fish or shellfish,truffles,yes,yes,yes,yes,yes,1.0,Morels,yes,yes,yes,yes,yes,1.0,a book,no,no,no,no,no,1.0,False
"On July 30, 1965 this bill providing health care for the aged was signed into law",Medicare,yes,yes,yes,yes,yes,1.0,Medicare,yes,yes,yes,yes,yes,1.0,Philadelphia Flyers,no,no,no,no,no,1.0,True
"When he first came to Hoboken from Holland, this abstract Expressionist, who died at 93, painted houses",Willem de Kooning,yes,yes,yes,yes,yes,1.0,", ""Pollock""",no,no,no,no,no,0.0,Dune,no,no,no,no,no,1.0,False
"This name was especially popular in the 1800s, when a certain Miss Dickinson and Miss Bronte were born",Emily,yes,yes,yes,yes,yes,1.0,ELIZABETH,yes,yes,yes,yes,yes,1.0,Jenny,yes,yes,yes,yes,yes,0.0,False
"In a poetic drama, this biblical brother becomes a willing pupil of Lucifer",Cain,no,no,no,no,no,0.0,Methuselah,no,no,no,no,no,0.0,the Village Vanguard,no,no,no,no,no,1.0,False
"To deal with a problem head on is ""to take"" it ""by the horns""",the bull,yes,yes,yes,yes,yes,1.0,GRASP,yes,yes,yes,yes,yes,1.0,fear itself,no,no,no,no,no,1.0,False
"Launched into orbit in 1990, it has a light-gathering mirror that's 94 inches in diameter",the Hubble (Space) Telescope,yes,yes,yes,yes,yes,1.0,Hubble,yes,yes,yes,yes,yes,1.0,fear itself,no,no,no,no,no,1.0,True
"The financial dealings of her husband, John Zaccaro, caused controversy during her run for V.P.",Geraldine Ferraro,yes,yes,yes,yes,yes,1.0,Hillary,no,no,no,no,no,0.0,Best man,no,no,no,no,no,1.0,False
In 1939 U.S. lighthouses came under the jurisdiction of this branch of the armed services,the Coast Guard,yes,yes,yes,yes,yes,1.0,COASTGUARD,yes,yes,yes,yes,yes,1.0,Right Guard,no,no,no,no,no,1.0,True
June 24:  This man who had a good head on his shoulders before he met Salome,John the Baptist,no,no,no,no,no,0.0,John,no,no,no,no,no,0.0,fell,no,no,no,no,no,1.0,True
"As a teenager, this Israeli violinist made his American debut on ""The Ed Sullivan Show"" in 1958",Itzhak Perlman,yes,yes,yes,yes,yes,1.0,Itzhak,yes,yes,yes,yes,yes,1.0,"""Strawberry Fields Forever""",no,no,no,no,no,1.0,True
1 of the 2 in 1901,Queen Victoria or Edward VII,no,no,no,no,no,0.0,Answer: Roosevelt,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,False
"Crisps: a man's face with a bushy mustache, parted bangs & a red bow tie",Pringles,no,no,no,no,no,0.0,Lays,no,no,no,no,no,0.0,allergy,no,no,no,no,no,1.0,False
The bombing of the city of Darwin is featured in this Baz Luhrmann epic,Australia,no,no,no,no,no,0.0,,no,no,no,no,no,0.0,$500 million,no,no,no,no,no,1.0,False
"A tagline for this 2007 Will Smith film was ""The last man on Earth is not alone""",I Am Legend,yes,yes,yes,yes,yes,1.0,I Am Legend,yes,yes,yes,yes,yes,1.0,Philadelphia Flyers,no,no,no,no,no,1.0,True
"First published in 1970, Dee Brown's classic ""Indian History of the American West"" is titled ""Bury My Heart"" here",At Wounded Knee,no,no,no,no,no,0.0,"""AT WASHINGTON"".",no,no,no,no,no,0.0,Goshin,no,no,no,no,no,1.0,False
Abraham Lincoln's son Robert Todd was president of this sleeping car company from 1897 to 1911,Pullman,yes,yes,yes,yes,yes,1.0,Pullman,yes,yes,yes,yes,yes,1.0,Northwestern,no,no,no,no,no,1.0,True
"In ""Frank Fairlegh"" Francis Edward Smedley wrote ""All's fair in"" these 2 activities",Love & War,yes,yes,yes,yes,yes,1.0,Love.War,no,no,no,no,no,0.0,Thick,no,no,no,no,no,1.0,True
Her mother Mary Wollstonecraft was also an accomplished author,Mary Shelley,yes,yes,yes,yes,yes,1.0,AWESOMENESS (Mary Shelley),no,no,no,no,no,0.0,Sir William Herschel,no,no,no,no,no,1.0,False
"Completed in 1345, the Ponte Vecchio crosses over the Arno River in this European country",Italy,yes,yes,yes,yes,yes,1.0,ITALY,yes,yes,yes,yes,yes,1.0,Sandy Duncan,no,no,no,no,no,1.0,True
It's the country immediately to the west of Egypt,Libya,yes,yes,yes,yes,yes,1.0,Libya,yes,yes,yes,yes,yes,1.0,Hunkpapa,no,no,no,no,no,1.0,True
"""Old habits die"" this way",hard,no,no,no,no,no,0.0,Hard.,no,no,no,no,no,0.0,The National Archives,no,no,no,no,no,1.0,True
This country is located across the Mozambique Channel from the coast of Africa,Madagascar,yes,yes,yes,yes,yes,1.0,Madagascar,yes,yes,yes,yes,yes,1.0,"""Heart Of Darkness""",no,no,no,no,no,1.0,True
This 1986 film earned a best actor nomination for tenor sax great Dexter Gordon,"""'Round Midnight""",yes,yes,yes,yes,yes,1.0,Round Midnight,yes,yes,yes,yes,yes,1.0,Ostriches,no,no,no,no,no,1.0,True
"Don't let dull knives dampen your spirit, use one of these abrasive items to sharpen them",Whetstone,yes,yes,yes,yes,yes,1.0,Whetstone,yes,yes,yes,yes,yes,1.0,a book,no,no,no,no,no,1.0,True
"""A Journal of the Plague Year"" by D.D.",Daniel Defoe,yes,yes,yes,yes,yes,1.0,Years,no,no,no,no,no,0.0,the Village Vanguard,no,no,no,no,no,1.0,False
"In 2010 British Petroleum said it ""seemed inconceivable"" that this oil rig device, BP for short, could fail",the blowout preventer,no,no,no,no,no,0.0,Deepwater Horizon Blowout Preventer.,no,no,no,no,no,0.0,"\""He Ain't Heavy, He's My Brother\""",no,no,no,no,no,1.0,False
Switzerland,red & white,no,no,no,no,no,0.0,CHAGALL,no,no,no,no,no,0.0,The Everglades,no,no,no,no,no,1.0,False
"In 2009 this supporting actor Oscar winner's award was accepted by his mother, father & sister",Heath Ledger,yes,yes,yes,yes,yes,1.0,Shepard,no,no,no,no,no,0.0,Right Guard,no,no,no,no,no,1.0,False
Marine mollusk good at arm to arm to arm to arm to arm to arm to arm to arm combat,octopus,no,no,no,no,no,0.0,Octopus,no,no,no,no,no,0.0,Indo-European,no,no,no,no,no,1.0,False
(Sarah of the Clue Crew)  Spicy-sounding name for the type of comb I'm using to give Daily Double a good grooming,curry comb,no,no,no,no,no,0.0,Amber,no,no,no,no,no,0.0,siren (risen),no,no,no,no,no,1.0,True
In 1513 Ponce de Leon landed in what's now this U.S. state & gave it its name,Florida,yes,yes,yes,yes,yes,1.0,Florida,yes,yes,yes,yes,yes,1.0,Afternoon of a Faun,no,no,no,no,no,1.0,False
"John Gray penned the book these 2 planets ""Together Forever--Relationship Skills for Lasting Love""",Mars & Venus (Venus & Mars accepted),yes,yes,yes,yes,yes,1.0,Mars,no,no,no,no,no,0.0,bloodshot,no,no,no,no,no,1.0,True
"The Beatles asked him ""What did you kill?""",Bungalow Bill,no,no,no,no,no,0.0,Maxwell,no,no,no,no,no,0.0,Daytona Beach,no,no,no,no,no,1.0,True
The Idaho section of U.S. Highway 12 bears the name of these 2 men who passed through the area in the early 1800s,Lewis & Clark,yes,yes,yes,yes,yes,1.0,Lewis & Clark,yes,yes,yes,yes,yes,1.0,The Sorbonne,no,no,no,no,no,1.0,False
This Providence university that dates back to 1764 is home to a NASA research center,Brown,no,no,no,no,no,0.0,Brown,no,no,no,no,no,0.0,a poor boy,no,no,no,no,no,1.0,True
The strap-happy sandals named for these ancient combatants were hot in 2008,gladiators,no,no,no,no,no,0.0,Spartans. Answer: SANDALS.,yes,yes,yes,yes,yes,1.0,(Erle Stanley) Gardner,no,no,no,no,no,1.0,True
"you're lounging in Lima, the capital",Peru,yes,yes,yes,yes,yes,1.0,Peru,yes,yes,yes,yes,yes,1.0,White Mountains,no,no,no,no,no,1.0,False
"When your car is ""on the hook"", it's traveling this way",on a tow truck,no,no,no,no,no,0.0,Towards,no,no,no,no,no,0.0,refracted,no,no,no,no,no,1.0,True
The American Library Association awards a medal named for this children's book publisher,(John) Newbery,yes,yes,yes,yes,yes,1.0,Caldecott,yes,yes,yes,yes,yes,1.0,a Klondike bar,no,no,no,no,no,1.0,False
"His 1978 album ""52nd Street"" was named for a NYC area famous for its jazz scene",Billy Joel,yes,yes,yes,yes,yes,1.0,Street,yes,yes,yes,yes,yes,1.0,Georges Feydeau,no,no,no,no,no,1.0,False
"Correspondents for this ABC show include Chris Wallace, Lynn Sherr & John Stossel",20/20,no,no,no,no,no,0.0,NEWS,no,no,no,no,no,0.0,Cardigan Bay,no,no,no,no,no,1.0,False
"In 1962 she said, ""Nineteen-fourteen was the birthday of us all""",Barbara Tuchman,yes,yes,yes,yes,yes,1.0,Answer: Yoko,no,no,no,no,no,0.0,London & Paris,no,no,no,no,no,1.0,False
This institution's vast collection includes the Spirit of St. Louis & Archie Bunker's chair,Smithsonian,yes,yes,yes,yes,yes,1.0,Smithsonian,yes,yes,yes,yes,yes,1.0,White Mountains,no,no,no,no,no,1.0,False
"You've got security with ""My word is my bond"", the motto of this London financial institution",the London Stock Exchange,yes,yes,yes,yes,yes,1.0,BARCLAYS,yes,yes,yes,yes,yes,1.0,Satellites,no,no,no,no,no,1.0,True
